order_date,delivery_date,client_id,client_name,product_family,quantity,unit_price,revenue,on_time,non_conformity,unit_cost,margin,margin_rate
2024-03-15,2024-04-16,CL001,Renault,Tôlerie,1118,321.2,359101.6,Yes,No,57.02,295353.24,82.25
2022-03-16,2022-05-09,CL001,Renault,Tôlerie,4372,301.76,1319294.72,No,No,236.61,284835.8,21.59
2024-04-17,2024-06-06,CL015,Forvia,Découpage,620,0.57,353.4,Yes,No,3.31,-1698.8,-480.7
2022-05-08,2022-06-27,CL013,Michelin,Chaudronnerie,2785,345.71,962802.35,Yes,No,142.43,566134.8,58.8
2022-02-11,2022-04-10,CL017,Dassault Aviation,Chaudronnerie,4008,1238.91,4965551.28,Yes,No,1054.47,739235.52,14.89
2022-02-10,2022-03-20,CL024,Aubert & Duval,Chaudronnerie,682,1885.23,1285726.86,No,No,967.9,625619.06,48.66
2024-07-22,2024-08-03,CL026,Hydro Extrusion,Tôlerie,3687,440.01,1622316.87,Yes,No,265.68,642754.71,39.62
2022-02-03,2022-03-17,CL008,Valeo,Emboutissage,40,9.84,393.6,Yes,No,2.94,276.0,70.12
2024-11-06,2024-12-20,CL018,Naval Group,Emboutissage,1410,5.75,8107.5,Yes,No,5.87,-169.2,-2.09
2024-09-24,2024-10-11,CL027,Constellium,Emboutissage,4081,8.09,33015.29,Yes,No,0.98,29015.91,87.89
2023-08-11,2023-09-19,CL013,Michelin,Emboutissage,626,8.56,5358.56,No,Yes,5.46,1940.6,36.21
2022-12-08,2023-01-07,CL023,Figeac Aero,Emboutissage,4644,6.83,31718.52,No,No,2.38,20665.8,65.15
2022-01-27,2022-02-25,CL014,Plastic Omnium,Tôlerie,2796,202.44,566022.24,Yes,No,185.2,48203.04,8.52
2023-10-08,2023-10-29,CL008,Valeo,Tôlerie,880,261.49,230111.2,Yes,No,294.13,-28723.2,-12.48
2024-01-01,2024-02-03,CL008,Valeo,Emboutissage,4206,8.72,36676.32,No,No,2.41,26539.86,72.36
2022-06-17,2022-07-04,CL027,Constellium,Tôlerie,3614,184.35,666240.9,Yes,No,93.34,328910.14,49.37
2023-09-02,2023-10-29,CL026,Hydro Extrusion,Tôlerie,1422,465.68,662196.96,Yes,No,249.61,307251.54,46.4
2022-09-25,2022-11-20,CL015,Forvia,Emboutissage,2749,3.07,8439.43,No,No,4.06,-2721.51,-32.25
2024-03-31,2024-04-23,CL027,Constellium,Chaudronnerie,950,1549.13,1471673.5,Yes,No,788.15,722931.0,49.12
2023-03-31,2023-05-27,CL013,Michelin,Tôlerie,350,333.75,116812.5,Yes,No,115.88,76254.5,65.28
2024-06-24,2024-08-22,CL007,Faurecia,Chaudronnerie,2918,1549.28,4520799.04,Yes,No,183.95,3984032.94,88.13
2024-07-10,2024-07-30,CL005,Thales,Tôlerie,4143,246.81,1022533.83,Yes,No,164.23,342128.94,33.46
2024-09-07,2024-10-10,CL017,Dassault Aviation,Tôlerie,669,469.69,314222.61,Yes,No,68.57,268349.28,85.4
2023-12-03,2023-12-27,CL028,Aperam,Emboutissage,2043,6.69,13667.67,Yes,No,6.41,572.04,4.19
2023-09-26,2023-10-30,CL025,Manoir Industries,Tôlerie,1570,179.73,282176.1,No,No,47.99,206831.8,73.3
2022-05-10,2022-07-06,CL029,Timet,Découpage,3467,3.37,11683.79,Yes,No,1.68,5859.23,50.15
2024-10-16,2024-12-08,CL016,Soitec,Découpage,1666,1.79,2982.14,Yes,No,0.47,2199.12,73.74
2024-03-29,2024-05-21,CL023,Figeac Aero,Emboutissage,2985,3.64,10865.4,Yes,No,1.3,6984.9,64.29
2023-11-24,2023-12-04,CL002,Stellantis,Chaudronnerie,1059,919.28,973517.52,Yes,No,970.17,-53892.51,-5.54
2024-03-04,2024-03-17,CL022,Mecachrome,Chaudronnerie,463,1734.37,803013.31,Yes,No,955.36,360681.63,44.92
2022-01-29,2022-03-21,CL018,Naval Group,Chaudronnerie,1714,1100.54,1886325.56,Yes,No,181.65,1574977.46,83.49
2022-05-29,2022-07-09,CL017,Dassault Aviation,Découpage,2794,3.56,9946.64,Yes,No,0.3,9108.44,91.57
2022-01-11,2022-03-06,CL030,Ugitech,Chaudronnerie,828,905.54,749787.12,Yes,No,239.31,551638.44,73.57
2023-11-07,2023-11-22,CL007,Faurecia,Chaudronnerie,4878,674.49,3290162.22,Yes,No,1101.38,-2082369.42,-63.29
2022-07-06,2022-07-20,CL013,Michelin,Emboutissage,22,9.59,210.98,Yes,No,4.38,114.62,54.33
2024-03-17,2024-05-14,CL018,Naval Group,Chaudronnerie,3989,1286.45,5131649.05,Yes,No,188.03,4381597.38,85.38
2024-01-14,2024-03-05,CL029,Timet,Découpage,930,4.7,4371.0,Yes,No,1.86,2641.2,60.43
2022-04-08,2022-05-01,CL014,Plastic Omnium,Découpage,4930,1.42,7000.6,Yes,No,2.58,-5718.8,-81.69
2022-02-24,2022-03-19,CL030,Ugitech,Découpage,2428,1.16,2816.48,Yes,No,3.08,-4661.76,-165.52
2023-09-15,2023-11-09,CL018,Naval Group,Emboutissage,1324,8.7,11518.8,Yes,No,6.58,2806.88,24.37
2023-10-26,2023-12-04,CL013,Michelin,Emboutissage,3687,7.13,26288.31,Yes,No,2.76,16112.19,61.29
2024-01-28,2024-03-06,CL011,Total Energies,Tôlerie,2027,133.96,271536.92,No,No,77.79,113856.59,41.93
2023-02-10,2023-02-24,CL021,Lisi Group,Chaudronnerie,1238,684.85,847844.3,Yes,No,438.53,304944.16,35.97
2022-03-10,2022-04-04,CL030,Ugitech,Emboutissage,4802,8.21,39424.42,Yes,No,5.59,12581.24,31.91
2024-01-21,2024-03-05,CL021,Lisi Group,Découpage,2444,2.54,6207.76,Yes,Yes,3.41,-2126.28,-34.25
2024-08-15,2024-08-24,CL016,Soitec,Découpage,2878,3.52,10130.56,Yes,Yes,1.79,4978.94,49.15
2022-12-31,2023-01-11,CL023,Figeac Aero,Emboutissage,2525,3.87,9771.75,No,No,2.62,3156.25,32.3
2023-04-27,2023-05-16,CL017,Dassault Aviation,Emboutissage,1448,4.43,6414.64,Yes,No,3.4,1491.44,23.25
2022-07-20,2022-09-11,CL008,Valeo,Emboutissage,4174,9.92,41406.08,Yes,No,2.62,30470.2,73.59
2022-06-03,2022-07-25,CL019,MBDA,Tôlerie,3553,161.43,573560.79,Yes,No,115.79,162158.92,28.27
2022-03-14,2022-04-20,CL020,Hutchinson,Découpage,3185,2.78,8854.3,Yes,No,2.2,1847.3,20.86
2023-12-14,2024-01-05,CL015,Forvia,Tôlerie,1791,429.98,770094.18,Yes,No,39.96,698525.82,90.71
2022-10-23,2022-12-18,CL009,Saint-Gobain,Tôlerie,2273,157.65,358338.45,No,No,116.76,92942.97,25.94
2024-11-06,2024-12-14,CL020,Hutchinson,Chaudronnerie,1979,947.38,1874865.02,Yes,No,973.34,-51374.84,-2.74
2022-03-02,2022-03-30,CL010,Legrand,Découpage,221,3.27,722.67,Yes,No,0.4,634.27,87.77
2024-07-27,2024-08-31,CL012,Alstom,Découpage,517,2.67,1380.39,Yes,No,0.57,1085.7,78.65
2022-02-11,2022-03-11,CL021,Lisi Group,Emboutissage,341,5.14,1752.74,Yes,No,2.55,883.19,50.39
2022-01-25,2022-03-15,CL023,Figeac Aero,Emboutissage,560,4.26,2385.6,Yes,No,6.23,-1103.2,-46.24
2024-11-28,2024-12-07,CL020,Hutchinson,Chaudronnerie,951,1255.96,1194417.96,Yes,No,1103.76,144742.2,12.12
2022-05-11,2022-05-27,CL030,Ugitech,Tôlerie,737,330.97,243924.89,Yes,No,41.98,212985.63,87.32
2022-04-18,2022-06-05,CL001,Renault,Emboutissage,4985,6.88,34296.8,Yes,No,3.86,15054.7,43.9
2022-06-21,2022-07-18,CL025,Manoir Industries,Emboutissage,2872,1.63,4681.36,Yes,No,2.43,-2297.6,-49.08
2022-04-12,2022-05-04,CL020,Hutchinson,Découpage,3253,3.34,10865.02,Yes,No,2.38,3122.88,28.74
2024-05-15,2024-06-02,CL009,Saint-Gobain,Découpage,658,4.79,3151.82,Yes,No,2.61,1434.44,45.51
2023-06-08,2023-06-16,CL022,Mecachrome,Emboutissage,2747,5.87,16124.89,Yes,No,6.14,-741.69,-4.6
2022-10-02,2022-11-18,CL015,Forvia,Découpage,2757,3.72,10256.04,No,No,1.82,5238.3,51.08
2024-12-03,2025-01-02,CL001,Renault,Chaudronnerie,1019,1202.12,1224960.28,Yes,No,1393.01,-194516.91,-15.88
2024-03-27,2024-05-07,CL012,Alstom,Emboutissage,1560,8.69,13556.4,Yes,No,6.87,2839.2,20.94
2024-08-14,2024-09-19,CL003,Airbus,Découpage,813,4.68,3804.84,Yes,No,3.12,1268.28,33.33
2024-11-06,2024-12-12,CL011,Total Energies,Chaudronnerie,4090,531.6,2174244.0,Yes,No,864.34,-1360906.6,-62.59
2022-11-26,2023-01-18,CL002,Stellantis,Découpage,4319,2.47,10667.93,Yes,No,1.57,3887.1,36.44
2022-01-12,2022-02-22,CL016,Soitec,Découpage,4274,2.27,9701.98,No,No,1.47,3419.2,35.24
2022-08-04,2022-08-29,CL009,Saint-Gobain,Découpage,3411,2.32,7913.52,Yes,Yes,0.34,6753.78,85.34
2022-12-05,2023-01-30,CL015,Forvia,Emboutissage,4251,2.13,9054.63,Yes,No,2.27,-595.14,-6.57
2023-10-23,2023-11-06,CL012,Alstom,Tôlerie,4621,416.13,1922936.73,Yes,No,261.42,714914.91,37.18
2023-01-09,2023-02-10,CL001,Renault,Découpage,3171,0.66,2092.86,No,No,2.23,-4978.47,-237.88
2024-09-02,2024-10-27,CL013,Michelin,Chaudronnerie,4558,1150.81,5245391.98,Yes,No,1294.69,-655805.04,-12.5
2023-12-11,2024-01-26,CL014,Plastic Omnium,Emboutissage,4165,6.96,28988.4,Yes,No,1.02,24740.1,85.34
2023-04-11,2023-04-24,CL025,Manoir Industries,Emboutissage,537,2.87,1541.19,No,No,1.68,639.03,41.46
2023-05-04,2023-06-09,CL025,Manoir Industries,Chaudronnerie,3308,1830.53,6055393.24,Yes,No,1134.45,2302632.64,38.03
2022-02-16,2022-03-01,CL008,Valeo,Découpage,1033,4.27,4410.91,Yes,No,1.45,2913.06,66.04
2024-02-17,2024-02-26,CL008,Valeo,Tôlerie,3744,261.99,980890.56,Yes,No,72.28,710274.24,72.41
2024-11-05,2024-11-12,CL027,Constellium,Découpage,442,2.35,1038.7,Yes,Yes,3.49,-503.88,-48.51
2023-12-12,2024-01-23,CL030,Ugitech,Chaudronnerie,1186,625.82,742222.52,Yes,No,1131.94,-600258.32,-80.87
2023-02-05,2023-03-08,CL012,Alstom,Emboutissage,410,7.57,3103.7,Yes,No,3.28,1758.9,56.67
2024-09-07,2024-10-20,CL001,Renault,Tôlerie,2114,109.28,231017.92,Yes,No,294.35,-391237.98,-169.35
2022-09-07,2022-09-14,CL011,Total Energies,Emboutissage,3060,7.12,21787.2,Yes,Yes,4.99,6517.8,29.92
2023-01-26,2023-02-16,CL008,Valeo,Chaudronnerie,2243,1716.42,3849930.06,Yes,No,1135.37,1303295.15,33.85
2022-12-01,2023-01-13,CL010,Legrand,Découpage,2455,1.53,3756.15,Yes,No,2.91,-3387.9,-90.2
2023-09-21,2023-10-10,CL030,Ugitech,Tôlerie,4710,439.89,2071881.9,Yes,No,61.69,1781322.0,85.98
2022-05-17,2022-07-02,CL019,MBDA,Emboutissage,2845,1.3,3698.5,No,No,4.62,-9445.4,-255.38
2024-06-01,2024-06-15,CL011,Total Energies,Emboutissage,2523,9.22,23262.06,No,No,0.74,21395.04,91.97
2023-11-19,2023-11-30,CL007,Faurecia,Emboutissage,1783,2.07,3690.81,No,No,0.97,1961.3,53.14
2024-04-06,2024-04-21,CL011,Total Energies,Découpage,1106,3.41,3771.46,Yes,No,3.19,243.32,6.45
2023-12-28,2024-01-04,CL017,Dassault Aviation,Tôlerie,938,162.54,152462.52,Yes,No,201.18,-36244.32,-23.77
2023-08-17,2023-09-28,CL001,Renault,Découpage,1961,4.26,8353.86,No,No,2.65,3157.21,37.79
2024-09-16,2024-10-27,CL026,Hydro Extrusion,Découpage,1983,2.81,5572.23,No,No,2.98,-337.11,-6.05
2023-01-07,2023-01-15,CL029,Timet,Découpage,1564,1.11,1736.04,Yes,No,3.34,-3487.72,-200.9
2024-07-23,2024-09-07,CL021,Lisi Group,Chaudronnerie,2788,1227.78,3423050.64,Yes,No,1235.38,-21188.8,-0.62
2024-09-21,2024-10-20,CL021,Lisi Group,Chaudronnerie,4431,934.19,4139395.89,Yes,No,748.97,820709.82,19.83
2023-02-06,2023-02-21,CL008,Valeo,Chaudronnerie,1004,1390.61,1396172.44,Yes,No,563.32,830599.16,59.49
2023-09-07,2023-10-17,CL023,Figeac Aero,Tôlerie,622,446.86,277946.92,Yes,No,83.67,225904.18,81.28
2024-09-21,2024-11-12,CL024,Aubert & Duval,Découpage,2603,2.34,6091.02,Yes,No,1.58,1978.28,32.48
2023-09-12,2023-10-02,CL006,Schneider Electric,Découpage,605,1.8,1089.0,Yes,No,1.47,199.65,18.33
2022-07-07,2022-07-17,CL022,Mecachrome,Chaudronnerie,851,226.13,192436.63,Yes,No,845.06,-526709.43,-273.71
2022-05-11,2022-06-16,CL018,Naval Group,Découpage,4449,3.09,13747.41,Yes,No,2.43,2936.34,21.36
2024-03-15,2024-04-21,CL006,Schneider Electric,Découpage,868,2.31,2005.08,Yes,No,3.43,-972.16,-48.48
2024-07-24,2024-09-06,CL005,Thales,Emboutissage,454,4.37,1983.98,No,No,5.29,-417.68,-21.05
2024-09-12,2024-09-29,CL013,Michelin,Découpage,1798,1.32,2373.36,Yes,No,2.36,-1869.92,-78.79
2022-07-02,2022-08-12,CL019,MBDA,Emboutissage,4327,4.87,21072.49,Yes,Yes,2.81,8913.62,42.3
2024-09-09,2024-09-23,CL022,Mecachrome,Découpage,3464,4.93,17077.52,Yes,No,0.41,15657.28,91.68
2022-12-30,2023-01-08,CL008,Valeo,Tôlerie,3962,183.99,728968.38,Yes,Yes,125.76,230707.26,31.65
2022-02-08,2022-02-28,CL009,Saint-Gobain,Chaudronnerie,4697,1279.47,6009670.59,Yes,No,1108.24,804267.31,13.38
2023-05-12,2023-05-31,CL017,Dassault Aviation,Emboutissage,1040,7.99,8309.6,Yes,No,1.99,6240.0,75.09
2024-09-08,2024-10-29,CL003,Airbus,Chaudronnerie,1305,1548.48,2020766.4,Yes,No,1037.36,667011.6,33.01
2024-07-09,2024-08-16,CL019,MBDA,Emboutissage,2073,3.96,8209.08,Yes,No,4.35,-808.47,-9.85
2023-12-23,2024-02-01,CL011,Total Energies,Emboutissage,1457,6.5,9470.5,Yes,No,1.78,6877.04,72.62
2022-01-16,2022-03-08,CL024,Aubert & Duval,Emboutissage,2055,8.84,18166.2,Yes,No,2.35,13336.95,73.42
2023-05-08,2023-06-02,CL017,Dassault Aviation,Tôlerie,4629,56.95,263621.55,Yes,No,191.34,-622091.31,-235.98
2024-06-12,2024-07-26,CL021,Lisi Group,Découpage,2860,2.46,7035.6,No,No,1.64,2345.2,33.33
2022-11-07,2022-11-29,CL019,MBDA,Emboutissage,3834,3.02,11578.68,Yes,No,5.6,-9891.72,-85.43
2024-01-09,2024-01-17,CL002,Stellantis,Tôlerie,2078,224.88,467300.64,Yes,No,266.34,-86153.88,-18.44
2023-06-30,2023-08-15,CL008,Valeo,Emboutissage,3771,4.74,17874.54,Yes,No,4.32,1583.82,8.86
2023-02-18,2023-03-13,CL019,MBDA,Découpage,2285,3.86,8820.1,Yes,No,2.93,2125.05,24.09
2022-09-08,2022-10-18,CL007,Faurecia,Emboutissage,1818,1.84,3345.12,Yes,No,4.24,-4363.2,-130.43
2024-01-29,2024-03-17,CL028,Aperam,Tôlerie,1321,280.66,370751.86,Yes,No,338.78,-76776.52,-20.71
2024-11-28,2024-12-20,CL027,Constellium,Découpage,4065,3.04,12357.6,Yes,No,1.0,8292.6,67.11
2024-03-24,2024-05-07,CL017,Dassault Aviation,Tôlerie,2461,272.37,670302.57,Yes,No,259.95,30565.62,4.56
2022-01-29,2022-02-06,CL006,Schneider Electric,Découpage,1099,3.79,4165.21,No,No,1.48,2538.69,60.95
2024-08-15,2024-08-23,CL019,MBDA,Découpage,1682,2.23,3750.86,No,No,1.19,1749.28,46.64
2023-04-22,2023-05-24,CL024,Aubert & Duval,Chaudronnerie,3685,1900.94,7004963.9,Yes,Yes,367.29,5651500.25,80.68
2022-11-14,2022-12-03,CL006,Schneider Electric,Chaudronnerie,4542,1067.25,4847449.5,Yes,Yes,836.15,1049656.2,21.65
2022-09-02,2022-10-25,CL028,Aperam,Chaudronnerie,4934,1228.19,6059889.46,Yes,No,411.49,4029597.8,66.5
2024-01-18,2024-02-24,CL002,Stellantis,Découpage,4364,4.21,18372.44,Yes,No,0.94,14270.28,77.67
2023-11-28,2024-01-07,CL006,Schneider Electric,Emboutissage,2013,3.48,7005.24,Yes,No,6.94,-6964.98,-99.43
2022-09-29,2022-11-13,CL023,Figeac Aero,Tôlerie,4208,83.84,352798.72,Yes,No,287.55,-857211.68,-242.97
2023-01-12,2023-01-21,CL005,Thales,Tôlerie,4874,368.5,1796069.0,Yes,No,270.71,476628.46,26.54
2022-09-23,2022-10-07,CL019,MBDA,Tôlerie,1134,267.36,303186.24,Yes,No,285.13,-20151.18,-6.65
2024-07-14,2024-08-12,CL020,Hutchinson,Chaudronnerie,1231,1813.71,2232677.01,Yes,Yes,1360.84,557482.97,24.97
2024-07-09,2024-07-29,CL004,Safran,Découpage,2870,4.92,14120.4,Yes,No,2.13,8007.3,56.71
2022-12-06,2023-01-08,CL022,Mecachrome,Chaudronnerie,2283,918.4,2096707.2,Yes,No,417.51,1143531.87,54.54
2023-01-24,2023-02-28,CL026,Hydro Extrusion,Emboutissage,3000,4.74,14220.0,Yes,No,6.13,-4170.0,-29.32
2023-07-31,2023-09-14,CL017,Dassault Aviation,Découpage,2520,2.34,5896.8,Yes,No,2.68,-856.8,-14.53
2022-01-03,2022-03-03,CL011,Total Energies,Tôlerie,246,196.05,48228.3,Yes,No,165.51,7512.84,15.58
2023-01-11,2023-02-25,CL004,Safran,Chaudronnerie,1154,1607.04,1854524.16,Yes,No,736.7,1004372.36,54.16
2022-11-20,2022-11-27,CL026,Hydro Extrusion,Chaudronnerie,3263,1566.19,5110477.97,Yes,No,658.18,2962836.63,57.98
2022-05-26,2022-06-18,CL013,Michelin,Emboutissage,3792,5.31,20135.52,Yes,No,6.56,-4740.0,-23.54
2022-10-20,2022-12-06,CL020,Hutchinson,Emboutissage,776,1.4,1086.4,No,No,2.86,-1132.96,-104.29
2023-03-08,2023-04-13,CL026,Hydro Extrusion,Chaudronnerie,2691,757.21,2037652.11,No,No,1353.99,-1605934.98,-78.81
2023-12-06,2024-02-03,CL017,Dassault Aviation,Emboutissage,2675,3.63,9710.25,Yes,No,6.43,-7490.0,-77.13
2024-08-06,2024-08-25,CL009,Saint-Gobain,Tôlerie,1769,414.99,734117.31,Yes,No,233.61,320861.22,43.71
2023-08-08,2023-09-04,CL004,Safran,Emboutissage,3501,1.79,6266.79,Yes,Yes,4.35,-8962.56,-143.02
2023-02-03,2023-02-28,CL023,Figeac Aero,Emboutissage,2825,8.25,23306.25,Yes,No,3.03,14746.5,63.27
2024-03-27,2024-05-25,CL028,Aperam,Chaudronnerie,3523,1404.53,4948159.19,No,No,163.11,4373522.66,88.39
2024-08-21,2024-09-15,CL014,Plastic Omnium,Chaudronnerie,505,1518.39,766786.95,Yes,No,300.81,614877.9,80.19
2022-07-06,2022-08-06,CL019,MBDA,Découpage,3190,2.44,7783.6,No,Yes,2.71,-861.3,-11.07
2022-03-02,2022-03-30,CL026,Hydro Extrusion,Découpage,3940,3.56,14026.4,Yes,No,1.81,6895.0,49.16
2024-07-27,2024-09-02,CL028,Aperam,Chaudronnerie,2082,1296.25,2698792.5,Yes,No,328.8,2014230.9,74.63
2023-12-11,2024-01-03,CL003,Airbus,Emboutissage,347,7.92,2748.24,Yes,No,2.36,1929.32,70.2
2024-03-17,2024-04-15,CL014,Plastic Omnium,Emboutissage,3959,5.02,19874.18,Yes,No,6.67,-6532.35,-32.87
2022-01-11,2022-02-18,CL008,Valeo,Découpage,3118,2.63,8200.34,Yes,No,1.47,3616.88,44.11
2024-12-21,2025-01-06,CL024,Aubert & Duval,Découpage,1827,3.4,6211.8,Yes,No,3.2,365.4,5.88
2022-08-14,2022-08-30,CL027,Constellium,Découpage,146,0.99,144.54,Yes,No,1.27,-40.88,-28.28
2023-07-18,2023-08-29,CL028,Aperam,Tôlerie,2565,246.31,631785.15,Yes,No,206.11,103113.0,16.32
2024-02-11,2024-02-25,CL001,Renault,Tôlerie,4425,487.38,2156656.5,Yes,No,41.45,1973240.25,91.5
2024-06-03,2024-07-31,CL010,Legrand,Découpage,925,0.67,619.75,Yes,No,1.97,-1202.5,-194.03
2022-08-14,2022-09-09,CL018,Naval Group,Emboutissage,3548,3.84,13624.32,Yes,No,4.71,-3086.76,-22.66
2024-04-04,2024-05-12,CL016,Soitec,Découpage,2110,1.91,4030.1,Yes,No,1.05,1814.6,45.03
2022-08-06,2022-10-01,CL008,Valeo,Tôlerie,2917,335.06,977370.02,Yes,No,217.37,343301.73,35.13
2024-07-25,2024-08-14,CL001,Renault,Emboutissage,2924,1.95,5701.8,Yes,No,4.78,-8274.92,-145.13
2024-01-23,2024-03-19,CL012,Alstom,Tôlerie,1992,332.84,663017.28,No,No,251.37,162288.24,24.48
2023-05-21,2023-06-24,CL008,Valeo,Emboutissage,3880,1.86,7216.8,Yes,No,5.59,-14472.4,-200.54
2022-09-16,2022-11-07,CL024,Aubert & Duval,Tôlerie,4538,92.73,420808.74,Yes,Yes,133.07,-183062.92,-43.5
2022-02-23,2022-04-22,CL016,Soitec,Emboutissage,3577,7.55,27006.35,Yes,No,4.28,11696.79,43.31
2024-12-06,2025-02-03,CL018,Naval Group,Emboutissage,1008,3.92,3951.36,Yes,No,6.88,-2983.68,-75.51
2023-12-28,2024-01-27,CL004,Safran,Emboutissage,2157,9.8,21138.6,Yes,No,6.36,7420.08,35.1
2023-11-20,2023-12-11,CL006,Schneider Electric,Emboutissage,4704,1.34,6303.36,Yes,No,6.7,-25213.44,-400.0
2024-11-09,2024-12-07,CL012,Alstom,Chaudronnerie,405,1001.19,405481.95,Yes,No,626.53,151737.3,37.42
2023-02-23,2023-03-31,CL027,Constellium,Tôlerie,3608,100.91,364083.28,Yes,No,282.88,-656547.76,-180.33
2023-11-21,2023-12-01,CL009,Saint-Gobain,Tôlerie,4520,208.12,940702.4,Yes,No,230.27,-100118.0,-10.64
2024-04-29,2024-05-18,CL015,Forvia,Chaudronnerie,948,1996.8,1892966.4,Yes,No,244.25,1661417.4,87.77
2022-03-03,2022-04-01,CL016,Soitec,Emboutissage,1646,9.0,14814.0,No,No,5.89,5119.06,34.56
2022-08-04,2022-08-18,CL024,Aubert & Duval,Emboutissage,2734,1.43,3909.62,No,No,4.97,-9678.36,-247.55
2022-01-03,2022-01-27,CL012,Alstom,Tôlerie,2520,303.47,764744.4,Yes,No,97.66,518641.2,67.82
2022-06-09,2022-06-27,CL024,Aubert & Duval,Chaudronnerie,4646,1366.08,6346807.68,Yes,No,240.47,5229584.06,82.4
2024-02-20,2024-03-28,CL023,Figeac Aero,Emboutissage,1659,2.89,4794.51,Yes,No,5.97,-5109.72,-106.57
2024-06-11,2024-07-01,CL014,Plastic Omnium,Emboutissage,3700,2.31,8547.0,Yes,No,1.2,4107.0,48.05
2022-11-25,2023-01-04,CL013,Michelin,Emboutissage,3445,9.14,31487.3,Yes,No,1.28,27077.7,86.0
2023-08-03,2023-08-27,CL025,Manoir Industries,Découpage,3211,4.86,15605.46,Yes,Yes,1.67,10243.09,65.64
2024-08-09,2024-09-18,CL002,Stellantis,Chaudronnerie,4189,1985.41,8316882.49,Yes,No,309.85,7018920.84,84.39
2023-09-27,2023-10-14,CL003,Airbus,Emboutissage,4376,8.11,35489.36,Yes,No,6.46,7220.4,20.35
2024-09-14,2024-10-31,CL026,Hydro Extrusion,Découpage,2301,3.49,8030.49,Yes,No,1.8,3888.69,48.42
2024-07-09,2024-07-27,CL024,Aubert & Duval,Chaudronnerie,4493,822.31,3694638.83,Yes,No,857.13,-156446.26,-4.23
2024-01-08,2024-03-03,CL030,Ugitech,Emboutissage,223,2.54,566.42,Yes,No,6.55,-894.23,-157.87
2022-06-19,2022-07-10,CL022,Mecachrome,Tôlerie,3247,85.54,277748.38,Yes,No,202.03,-378243.03,-136.18
2023-06-05,2023-07-12,CL010,Legrand,Découpage,3872,3.62,14016.64,Yes,No,1.43,8479.68,60.5
2022-02-09,2022-04-05,CL009,Saint-Gobain,Découpage,68,4.03,274.04,Yes,No,2.85,80.24,29.28
2024-08-12,2024-09-16,CL026,Hydro Extrusion,Emboutissage,2940,8.44,24813.6,Yes,No,3.49,14553.0,58.65
2024-09-10,2024-10-12,CL020,Hutchinson,Emboutissage,4948,9.22,45620.56,Yes,No,2.71,32211.48,70.61
2024-09-01,2024-09-25,CL008,Valeo,Découpage,2981,4.46,13295.26,Yes,No,2.61,5514.85,41.48
2022-02-07,2022-03-17,CL010,Legrand,Tôlerie,1537,499.88,768315.56,Yes,No,287.51,326412.69,42.48
2022-11-24,2022-12-22,CL019,MBDA,Tôlerie,132,159.83,21097.56,Yes,No,284.39,-16441.92,-77.93
2024-07-02,2024-08-15,CL003,Airbus,Chaudronnerie,3729,1573.95,5869259.55,Yes,No,1371.87,753556.32,12.84
2023-03-30,2023-04-22,CL024,Aubert & Duval,Emboutissage,1446,6.28,9080.88,Yes,No,5.66,896.52,9.87
2022-02-06,2022-03-07,CL005,Thales,Tôlerie,1172,167.56,196380.32,Yes,No,277.53,-128884.84,-65.63
2024-08-30,2024-09-29,CL003,Airbus,Chaudronnerie,3310,1967.43,6512193.3,Yes,No,1220.43,2472570.0,37.97
2024-03-06,2024-05-01,CL026,Hydro Extrusion,Tôlerie,3355,454.05,1523337.75,No,No,35.06,1405711.45,92.28
2024-08-30,2024-09-13,CL027,Constellium,Emboutissage,2496,2.16,5391.36,Yes,No,2.98,-2046.72,-37.96
2023-08-16,2023-10-02,CL016,Soitec,Chaudronnerie,571,247.09,141088.39,Yes,No,1069.38,-469527.59,-332.79
2024-11-29,2024-12-11,CL017,Dassault Aviation,Chaudronnerie,3991,1439.0,5743049.0,Yes,No,895.65,2168509.85,37.76
2022-08-12,2022-08-23,CL015,Forvia,Chaudronnerie,1747,1287.44,2249157.68,Yes,No,363.74,1613703.9,71.75
2022-11-14,2023-01-03,CL003,Airbus,Tôlerie,914,471.12,430603.68,Yes,No,130.68,311162.16,72.26
2022-12-15,2023-01-19,CL012,Alstom,Emboutissage,3564,3.11,11084.04,Yes,Yes,2.82,1033.56,9.32
2022-04-25,2022-05-29,CL009,Saint-Gobain,Chaudronnerie,4500,351.9,1583550.0,Yes,No,855.46,-2266020.0,-143.1
2023-11-29,2023-12-16,CL021,Lisi Group,Découpage,1736,1.67,2899.12,No,No,2.96,-2239.44,-77.25
2024-11-29,2024-12-06,CL012,Alstom,Emboutissage,2933,1.17,3431.61,Yes,No,6.57,-15838.2,-461.54
2022-02-09,2022-03-30,CL026,Hydro Extrusion,Découpage,3541,0.66,2337.06,Yes,No,2.7,-7223.64,-309.09
2022-08-04,2022-08-29,CL015,Forvia,Découpage,3916,4.62,18091.92,Yes,No,3.0,6343.92,35.06
2022-12-02,2022-12-17,CL002,Stellantis,Chaudronnerie,944,833.63,786946.72,Yes,No,732.32,95636.64,12.15
2022-04-02,2022-05-05,CL023,Figeac Aero,Chaudronnerie,84,939.46,78914.64,Yes,No,631.12,25900.56,32.82
2022-12-19,2023-01-28,CL018,Naval Group,Tôlerie,304,58.27,17714.08,Yes,Yes,158.7,-30530.72,-172.35
